test,cost,coverage,pastFaults, newFaults
2533,3164.0,34,0,198
3274,3186.0,35,0,198
1892,6390.0,46,1,198
1206,7371.0,48,1,198
2416,10848.0,51,3,198
947,13677.0,54,3,198
4105,13685.0,55,3,198
2064,15524.0,56,3,198
2274,29965.0,56,3,198
4086,29973.0,56,3,198
1952,32223.0,56,3,198
1863,35876.0,56,4,198
2556,42576.0,56,4,198
808,45353.0,56,4,198
193,46456.0,56,4,198
1824,49526.0,56,4,198
2787,52162.0,56,4,198
1639,54593.0,56,4,198
1220,55748.0,56,4,198
973,58835.0,56,4,198
3259,58857.0,56,4,198
573,59359.0,56,4,198
3770,59381.0,56,4,198
1360,60559.0,56,4,198
3905,60581.0,56,4,198
1251,62146.0,56,4,198
2805,63856.0,56,4,198
1116,65042.0,56,4,198
3151,65064.0,56,4,198
2452,68097.0,56,4,198
2992,68119.0,56,4,198
2349,69780.0,56,4,198
2041,72843.0,56,5,198
3444,72865.0,56,5,198
2991,72887.0,56,5,198
1157,74030.0,56,5,198
93,75734.0,56,5,198
2946,77391.0,56,5,198
1225,78966.0,56,5,198
762,82510.0,56,5,198
3206,82532.0,56,5,198
3909,82554.0,56,5,198
4031,82576.0,56,5,198
866,84780.0,56,5,198
2541,87050.0,56,5,198
3298,87072.0,56,5,198
3386,87094.0,56,5,198
422,88457.0,56,5,198
4012,88479.0,56,5,198
2415,93229.0,56,5,198
1064,95037.0,56,5,198
271,96296.0,56,5,198
890,99612.0,56,5,198
859,103195.0,56,5,198
1149,104478.0,56,7,198
9,105610.0,56,7,200
3003,105632.0,56,7,200
2539,107766.0,56,7,200
1869,111293.0,56,7,200
1171,112727.0,56,7,200
4002,112749.0,56,7,200
2164,115153.0,56,7,200
418,116412.0,56,7,200
207,117567.0,56,7,200
1538,121951.0,56,7,200
3934,121973.0,56,7,200
1264,123159.0,56,7,200
860,126694.0,56,7,200
3743,126716.0,56,7,200
2211,131967.0,56,7,200
260,133463.0,56,7,200
3700,133485.0,56,7,200
28,135160.0,56,7,200
2072,138784.0,56,7,200
3026,138806.0,56,7,200
1901,142606.0,56,7,200
348,143865.0,56,7,200
2362,156549.0,56,7,200
3440,156571.0,56,7,200
1858,159968.0,56,7,200
3846,159990.0,56,7,200
1259,161238.0,56,7,200
2841,162399.0,56,7,200
2210,164591.0,56,7,200
1965,168073.0,56,7,200
3950,168095.0,56,7,200
768,171082.0,56,7,200
3512,171104.0,56,7,200
3878,171126.0,56,7,200
543,172333.0,56,7,200
1329,173457.0,56,7,200
3394,173479.0,56,7,200
621,176366.0,56,7,200
3535,176388.0,56,7,200
2493,178467.0,56,7,200
781,181966.0,56,7,200
3502,181988.0,56,7,200
2668,183278.0,56,7,200
424,185317.0,56,7,200
2822,188194.0,56,7,200
230,189921.0,56,7,200
2053,195702.0,56,7,200
246,197117.0,56,7,200
2296,198395.0,56,7,200
865,201388.0,56,7,200
2285,203270.0,56,7,200
1842,206106.0,56,7,200
2906,223882.0,56,7,200
2525,225050.0,56,7,200
3268,225072.0,56,7,200
3954,225094.0,56,7,200
150,226538.0,56,7,200
2099,228802.0,56,7,200
3013,228824.0,56,7,200
1487,233000.0,56,7,200
3403,233022.0,56,7,200
1705,237187.0,56,7,200
450,239219.0,56,7,200
2812,240623.0,56,7,200
1003,243430.0,56,7,200
465,245625.0,56,7,200
2757,249115.0,56,7,200
1086,250458.0,56,7,200
4111,250466.0,56,7,200
2704,256963.0,56,7,200
3620,256985.0,56,7,200
2886,270323.0,56,7,200
3392,270345.0,56,7,200
1861,273655.0,56,7,200
2275,275203.0,56,7,200
3346,275225.0,56,7,200
1995,277479.0,56,7,200
2855,303303.0,56,7,200
3973,303325.0,56,7,200
410,304636.0,56,7,200
2860,313731.0,56,7,200
1668,317077.0,56,7,200
20,318883.0,56,7,200
4044,318905.0,56,7,200
3808,318927.0,56,7,200
3890,318949.0,56,7,200
3531,318971.0,56,7,200
2638,320089.0,56,7,200
717,322934.0,56,7,200
1853,325412.0,56,7,200
2546,327603.0,56,7,200
3709,327625.0,56,7,200
3391,327647.0,56,7,200
1711,351433.0,56,7,200
877,355057.0,56,7,200
1430,359072.0,56,7,200
4054,359094.0,56,7,200
626,361528.0,56,7,200
1890,363147.0,56,7,200
1310,364199.0,56,7,200
143,365250.0,56,7,200
3861,365272.0,56,7,200
1181,366396.0,56,7,200
4084,366418.0,56,7,200
3191,366440.0,56,7,200
1117,367550.0,56,7,200
4101,367558.0,56,7,200
99,369129.0,56,7,200
2196,373004.0,56,7,200
2981,373026.0,56,7,200
2465,377370.0,56,7,200
2659,391624.0,56,7,200
1326,392144.0,56,7,200
2690,405279.0,56,7,200
686,408943.0,56,7,200
1499,411867.0,56,7,200
2570,414696.0,56,7,200
3900,414718.0,56,7,200
2019,415664.0,56,7,200
3928,415686.0,56,7,200
1159,416956.0,56,7,200
1540,418612.0,56,7,200
315,420287.0,56,7,200
438,421702.0,56,7,200
1796,424335.0,56,7,200
3229,424357.0,56,7,200
3681,424379.0,56,7,200
638,427781.0,56,7,200
1663,431425.0,56,7,200
425,433079.0,56,7,200
805,436658.0,56,7,200
2324,438334.0,56,7,200
3698,438356.0,56,7,200
899,441584.0,56,7,200
1558,443770.0,56,7,200
2590,446068.0,56,7,200
1069,447035.0,56,8,200
856,449839.0,56,8,200
1733,453233.0,56,8,200
2732,461104.0,56,8,200
1190,462250.0,56,8,200
1968,465334.0,56,8,200
2738,466612.0,56,8,200
461,467114.0,56,8,200
2814,477281.0,56,8,200
2043,478939.0,56,8,200
2300,491126.0,56,8,200
39,492385.0,56,8,200
1437,495268.0,56,8,200
313,496319.0,56,8,200
3813,496341.0,56,8,200
3148,496363.0,56,8,200
2312,499965.0,56,8,200
810,503051.0,56,8,200
3494,503073.0,56,8,200
156,504730.0,56,8,200
2964,504752.0,56,8,200
744,507477.0,56,8,200
1460,510341.0,56,8,200
2597,524133.0,56,8,200
2254,529668.0,56,8,200
2249,530778.0,56,8,200
3888,530800.0,56,8,200
2944,537309.0,56,8,200
3661,537331.0,56,8,200
1016,540421.0,56,8,200
4018,540443.0,56,8,200
3097,540465.0,56,8,200
3289,540487.0,56,8,200
1791,543514.0,56,8,200
4040,543536.0,56,8,200
3695,543558.0,56,8,200
1445,546444.0,56,8,200
1745,551569.0,56,8,200
1790,554530.0,56,8,200
1426,563476.0,56,8,200
2676,567394.0,56,8,200
476,569511.0,56,8,200
1378,570657.0,56,8,200
3840,570679.0,56,8,200
1452,573403.0,56,8,200
3242,573425.0,56,8,200
444,575457.0,56,8,200
2182,577215.0,56,8,200
702,581015.0,56,8,200
4010,581037.0,56,8,200
627,584045.0,56,8,200
2157,586149.0,56,8,200
3153,586171.0,56,8,200
3437,586193.0,56,8,200
1771,588919.0,56,8,200
2888,590138.0,56,8,200
878,593010.0,56,8,200
3780,593032.0,56,8,200
3998,593054.0,56,8,200
4108,593062.0,56,8,200
204,594113.0,56,8,200
1091,595321.0,56,8,200
3806,595343.0,56,8,200
215,596966.0,56,8,200
3201,596988.0,56,8,200
1343,597952.0,56,8,200
551,599107.0,56,8,200
822,602908.0,56,8,200
301,604375.0,56,8,200
3445,604397.0,56,8,200
2258,612603.0,56,8,200
335,613914.0,56,8,200
3952,613936.0,56,8,200
2793,615806.0,56,8,200
2215,616878.0,56,8,200
847,620049.0,56,8,200
2851,639682.0,56,8,200
3216,639704.0,56,8,200
602,641535.0,56,8,200
2963,641557.0,56,8,200
3108,641579.0,56,8,200
1010,644480.0,56,8,200
2834,650734.0,56,8,200
1775,660885.0,56,8,200
1574,664398.0,56,8,200
3212,664420.0,56,8,200
3920,664442.0,56,8,200
1843,667670.0,56,8,200
2743,669449.0,56,8,200
2727,683702.0,56,8,200
1464,689325.0,56,8,200
2797,690557.0,56,8,200
4106,690565.0,56,8,200
272,691645.0,56,8,200
2259,693056.0,56,8,200
3640,693078.0,56,8,200
561,694844.0,56,8,200
1449,697614.0,56,8,200
1057,698675.0,56,8,200
3679,698697.0,56,8,200
2950,701644.0,56,8,200
1895,704400.0,56,8,200
1789,713170.0,56,9,200
3162,713192.0,56,9,200
1265,714409.0,56,9,200
4081,714431.0,56,9,200
1930,717316.0,56,9,200
1249,718271.0,56,9,200
112,719775.0,56,9,200
65,721348.0,56,9,200
3949,721370.0,56,9,200
3413,721392.0,56,9,200
3750,721414.0,56,9,200
85,722933.0,56,9,200
2730,725177.0,56,9,200
2225,727804.0,56,9,200
1287,729089.0,56,9,200
868,732136.0,56,9,200
1960,733747.0,56,9,200
2928,734856.0,56,9,200
1835,738487.0,56,9,200
1607,742056.0,56,9,200
1372,742576.0,56,9,200
481,743835.0,56,9,200
1948,747801.0,56,9,200
550,749689.0,56,9,200
1154,750907.0,56,9,200
