test,cost,coverage,pastFaults,newFaults
482,24.0,6,0,0
247,3309.0,55,7,0
684,87508.0,99,7,0
121,98693.0,136,7,0
628,98723.0,142,7,0
162,102000.0,147,7,0
587,139492.0,166,7,0
742,139518.0,168,7,0
295,149921.0,190,7,0
246,153206.0,190,7,0
799,153321.0,194,7,0
720,238469.0,211,7,1
226,241754.0,211,7,1
234,245039.0,211,7,1
801,245069.0,211,7,1
523,254927.0,215,7,2
163,258204.0,215,7,2
758,357033.0,224,7,2
96,363681.0,229,7,2
322,373567.0,229,7,2
629,373593.0,229,7,2
347,382263.0,234,7,2
454,385540.0,234,7,2
237,388812.0,234,7,2
174,392076.0,234,7,2
780,451331.0,243,7,2
281,459692.0,243,7,2
257,462964.0,243,7,2
623,462985.0,245,7,2
211,466269.0,248,7,2
625,466299.0,251,7,2
342,473332.0,253,7,2
172,476609.0,253,7,2
481,556627.0,261,7,2
500,559164.0,261,7,2
227,562449.0,261,7,2
452,565570.0,261,7,2
217,568841.0,261,7,2
170,572118.0,261,7,2
624,572139.0,263,7,2
515,581986.0,264,8,2
65,587151.0,264,8,2
166,590415.0,264,8,2
626,590445.0,265,8,2
118,595903.0,268,8,2
5,751243.0,272,8,2
356,751267.0,273,8,2
130,751291.0,273,8,2
547,757875.0,273,8,3
208,761146.0,273,8,3
792,890446.0,275,8,3
503,892990.0,275,8,3
122,903490.0,275,8,3
630,1947890.0,286,8,3
273,1951564.0,288,9,3
730,1954641.0,289,9,3
370,1957940.0,289,9,3
360,1961842.0,289,9,3
37,1965524.0,289,9,3
255,1968809.0,289,9,3
576,2013649.0,292,9,4
199,2016933.0,292,9,4
724,2017236.0,293,9,4
184,2020520.0,293,9,4
389,2023806.0,293,9,4
177,2027090.0,293,9,4
94,2034995.0,293,9,4
171,2038272.0,293,9,4
672,2038634.0,295,9,4
212,2041918.0,295,9,4
751,2159078.0,299,9,4
114,2168039.0,300,9,4
807,2273759.0,307,9,4
369,2274063.0,307,9,4
157,2277340.0,307,9,4
738,2277366.0,307,9,4
269,2287774.0,309,9,4
385,2291073.0,309,9,4
715,2291340.0,310,9,4
423,2291637.0,310,9,4
694,2291890.0,311,9,4
464,2295167.0,311,9,4
518,2359653.0,312,9,4
64,2366089.0,312,9,4
521,2372666.0,312,9,4
148,2375943.0,312,9,4
545,2385789.0,312,9,4
144,2389066.0,312,9,4
315,2397703.0,312,9,4
